equipmentId,timestamp,value
010,2024-08-01T07:00:00-03:00,21.6
011,2024-08-01T07:00:00-03:00,24.0
012,2024-08-01T07:00:00-03:00,20.1
013,2024-08-01T07:00:00-03:00,23.2
014,2024-08-01T07:00:00-03:00,22.8
015,2024-08-01T07:00:00-03:00,24.9
016,2024-08-01T07:00:00-03:00,22.6
017,2024-08-01T07:00:00-03:00,24.7
018,2024-08-01T07:00:00-03:00,22.7
019,2024-08-01T07:00:00-03:00,21.4
020,2024-08-01T07:00:00-03:00,22.8
001,2024-08-01T08:00:00-03:00,20.4
002,2024-08-01T08:00:00-03:00,20.1
003,2024-08-01T08:00:00-03:00,21.8
004,2024-08-01T08:00:00-03:00,20.3
005,2024-08-01T08:00:00-03:00,22.3
006,2024-08-01T08:00:00-03:00,24.4
007,2024-08-01T08:00:00-03:00,21.0
008,2024-08-01T08:00:00-03:00,21.2
009,2024-08-01T08:00:00-03:00,22.5
010,2024-08-01T08:00:00-03:00,21.4
011,2024-08-01T08:00:00-03:00,20.9
012,2024-08-01T08:00:00-03:00,24.2
013,2024-08-01T08:00:00-03:00,20.1
014,2024-08-01T08:00:00-03:00,20.6
015,2024-08-01T08:00:00-03:00,20.3
016,2024-08-01T08:00:00-03:00,24.0
017,2024-08-01T08:00:00-03:00,24.0
018,2024-08-01T08:00:00-03:00,20.4
019,2024-08-01T08:00:00-03:00,21.9
020,2024-08-01T08:00:00-03:00,20.7
001,2024-08-01T09:00:00-03:00,21.5
002,2024-08-01T09:00:00-03:00,22.5
003,2024-08-01T09:00:00-03:00,24.8
004,2024-08-01T09:00:00-03:00,23.1
005,2024-08-01T09:00:00-03:00,21.6
006,2024-08-01T09:00:00-03:00,20.4
007,2024-08-01T09:00:00-03:00,22.6
008,2024-08-01T09:00:00-03:00,24.1
009,2024-08-01T09:00:00-03:00,20.1
010,2024-08-01T09:00:00-03:00,20.7
011,2024-08-01T09:00:00-03:00,24.6
012,2024-08-01T09:00:00-03:00,21.7
013,2024-08-01T09:00:00-03:00,23.0
014,2024-08-01T09:00:00-03:00,23.1
015,2024-08-01T09:00:00-03:00,20.3
016,2024-08-01T09:00:00-03:00,21.2
017,2024-08-01T09:00:00-03:00,24.9
018,2024-08-01T09:00:00-03:00,24.9
019,2024-08-01T09:00:00-03:00,24.9
020,2024-08-01T09:00:00-03:00,22.7
001,2024-08-01T10:00:00-03:00,23.3
002,2024-08-01T10:00:00-03:00,23.6
003,2024-08-01T10:00:00-03:00,20.6
004,2024-08-01T10:00:00-03:00,23.5
005,2024-08-01T10:00:00-03:00,20.3
006,2024-08-01T10:00:00-03:00,23.2
007,2024-08-01T10:00:00-03:00,21.1
008,2024-08-01T10:00:00-03:00,20.8
009,2024-08-01T10:00:00-03:00,21.2
010,2024-08-01T10:00:00-03:00,23.9
011,2024-08-01T10:00:00-03:00,20.3
012,2024-08-01T10:00:00-03:00,23.7
013,2024-08-01T10:00:00-03:00,22.1
014,2024-08-01T10:00:00-03:00,22.2
015,2024-08-01T10:00:00-03:00,23.9
016,2024-08-01T10:00:00-03:00,20.4
017,2024-08-01T10:00:00-03:00,23.0
018,2024-08-01T10:00:00-03:00,21.1
019,2024-08-01T10:00:00-03:00,23.4
020,2024-08-01T10:00:00-03:00,23.0
001,2024-08-01T11:00:00-03:00,20.5
002,2024-08-01T11:00:00-03:00,21.8
003,2024-08-01T11:00:00-03:00,20.7
004,2024-08-01T11:00:00-03:00,23.3
005,2024-08-01T11:00:00-03:00,24.4
006,2024-08-01T11:00:00-03:00,20.0
007,2024-08-01T11:00:00-03:00,24.3
008,2024-08-01T11:00:00-03:00,23.9
009,2024-08-01T11:00:00-03:00,24.8
010,2024-08-01T11:00:00-03:00,22.7
011,2024-08-01T11:00:00-03:00,22.0
012,2024-08-01T11:00:00-03:00,22.4
013,2024-08-01T11:00:00-03:00,22.9
014,2024-08-01T11:00:00-03:00,20.9
015,2024-08-01T11:00:00-03:00,21.9
016,2024-08-01T11:00:00-03:00,22.5
017,2024-08-01T11:00:00-03:00,22.4
018,2024-08-01T11:00:00-03:00,21.1
019,2024-08-01T11:00:00-03:00,22.7
020,2024-08-01T11:00:00-03:00,21.4
001,2024-08-01T12:00:00-03:00,24.3
002,2024-08-01T12:00:00-03:00,23.3
003,2024-08-01T12:00:00-03:00,21.7
004,2024-08-01T12:00:00-03:00,21.7
005,2024-08-01T12:00:00-03:00,20.9
006,2024-08-01T12:00:00-03:00,20.3
007,2024-08-01T12:00:00-03:00,23.2
008,2024-08-01T12:00:00-03:00,23.6
009,2024-08-01T12:00:00-03:00,21.6
010,2024-08-01T12:00:00-03:00,22.7
011,2024-08-01T12:00:00-03:00,22.9
012,2024-08-01T12:00:00-03:00,22.9
013,2024-08-01T12:00:00-03:00,24.8
014,2024-08-01T12:00:00-03:00,24.7
015,2024-08-01T12:00:00-03:00,21.8
016,2024-08-01T12:00:00-03:00,22.7
017,2024-08-01T12:00:00-03:00,21.7
018,2024-08-01T12:00:00-03:00,20.5
019,2024-08-01T12:00:00-03:00,23.9
020,2024-08-01T12:00:00-03:00,21.8
001,2024-08-01T13:00:00-03:00,22.4
002,2024-08-01T13:00:00-03:00,22.9
003,2024-08-01T13:00:00-03:00,21.5
004,2024-08-01T13:00:00-03:00,21.9
005,2024-08-01T13:00:00-03:00,20.9
006,2024-08-01T13:00:00-03:00,23.0
007,2024-08-01T13:00:00-03:00,23.8
008,2024-08-01T13:00:00-03:00,24.9
009,2024-08-01T13:00:00-03:00,20.3
010,2024-08-01T13:00:00-03:00,22.9
011,2024-08-01T13:00:00-03:00,22.3
012,2024-08-01T13:00:00-03:00,20.3
013,2024-08-01T13:00:00-03:00,21.2
014,2024-08-01T13:00:00-03:00,20.3
015,2024-08-01T13:00:00-03:00,23.1
016,2024-08-01T13:00:00-03:00,20.4
017,2024-08-01T13:00:00-03:00,22.5
018,2024-08-01T13:00:00-03:00,22.4
019,2024-08-01T13:00:00-03:00,21.5
020,2024-08-01T13:00:00-03:00,23.9
001,2024-08-01T14:00:00-03:00,22.5
002,2024-08-01T14:00:00-03:00,20.4
003,2024-08-01T14:00:00-03:00,24.9
004,2024-08-01T14:00:00-03:00,23.7
005,2024-08-01T14:00:00-03:00,21.0
006,2024-08-01T14:00:00-03:00,22.9
007,2024-08-01T14:00:00-03:00,21.3
008,2024-08-01T14:00:00-03:00,21.0
009,2024-08-01T14:00:00-03:00,24.4
010,2024-08-01T14:00:00-03:00,24.4
011,2024-08-01T14:00:00-03:00,22.7
012,2024-08-01T14:00:00-03:00,21.7
013,2024-08-01T14:00:00-03:00,21.4
014,2024-08-01T14:00:00-03:00,24.1
015,2024-08-01T14:00:00-03:00,21.0
016,2024-08-01T14:00:00-03:00,24.0
017,2024-08-01T14:00:00-03:00,20.9
018,2024-08-01T14:00:00-03:00,23.3
019,2024-08-01T14:00:00-03:00,20.3
020,2024-08-01T14:00:00-03:00,24.5
001,2024-08-01T15:00:00-03:00,23.6
002,2024-08-01T15:00:00-03:00,21.5
003,2024-08-01T15:00:00-03:00,21.5
004,2024-08-01T15:00:00-03:00,23.9
005,2024-08-01T15:00:00-03:00,24.8
006,2024-08-01T15:00:00-03:00,20.1
007,2024-08-01T15:00:00-03:00,21.3
008,2024-08-01T15:00:00-03:00,20.8
009,2024-08-01T15:00:00-03:00,20.5
010,2024-08-01T15:00:00-03:00,22.3
011,2024-08-01T15:00:00-03:00,24.4
012,2024-08-01T15:00:00-03:00,21.4
013,2024-08-01T15:00:00-03:00,21.9
014,2024-08-01T15:00:00-03:00,24.8
015,2024-08-01T15:00:00-03:00,23.1
016,2024-08-01T15:00:00-03:00,23.5
017,2024-08-01T15:00:00-03:00,23.6
018,2024-08-01T15:00:00-03:00,23.9
019,2024-08-01T15:00:00-03:00,21.2
020,2024-08-01T15:00:00-03:00,24.0
001,2024-08-01T16:00:00-03:00,24.1
002,2024-08-01T16:00:00-03:00,22.1
003,2024-08-01T16:00:00-03:00,23.2
004,2024-08-01T16:00:00-03:00,21.5
005,2024-08-01T16:00:00-03:00,22.5
006,2024-08-01T16:00:00-03:00,24.4
007,2024-08-01T16:00:00-03:00,22.5
008,2024-08-01T16:00:00-03:00,20.1
009,2024-08-01T16:00:00-03:00,22.7
010,2024-08-01T16:00:00-03:00,21.2
011,2024-08-01T16:00:00-03:00,22.7
012,2024-08-01T16:00:00-03:00,24.4
013,2024-08-01T16:00:00-03:00,20.7
014,2024-08-01T16:00:00-03:00,23.0
015,2024-08-01T16:00:00-03:00,24.3
016,2024-08-01T16:00:00-03:00,24.8
017,2024-08-01T16:00:00-03:00,20.4
018,2024-08-01T16:00:00-03:00,22.8
019,2024-08-01T16:00:00-03:00,23.3
020,2024-08-01T16:00:00-03:00,22.2
001,2024-08-01T17:00:00-03:00,23.5
002,2024-08-01T17:00:00-03:00,23.8
003,2024-08-01T17:00:00-03:00,20.4
004,2024-08-01T17:00:00-03:00,21.8
005,2024-08-01T17:00:00-03:00,22.0
006,2024-08-01T17:00:00-03:00,24.8
007,2024-08-01T17:00:00-03:00,22.9
008,2024-08-01T17:00:00-03:00,24.5
009,2024-08-01T17:00:00-03:00,24.4
010,2024-08-01T17:00:00-03:00,20.7
011,2024-08-01T17:00:00-03:00,20.2
012,2024-08-01T17:00:00-03:00,23.0
013,2024-08-01T17:00:00-03:00,22.1
014,2024-08-01T17:00:00-03:00,22.7
015,2024-08-01T17:00:00-03:00,24.2
016,2024-08-01T17:00:00-03:00,24.3
017,2024-08-01T17:00:00-03:00,20.1
018,2024-08-01T17:00:00-03:00,23.0
019,2024-08-01T17:00:00-03:00,24.7
020,2024-08-01T17:00:00-03:00,22.5
001,2024-08-01T18:00:00-03:00,20.6
002,2024-08-01T18:00:00-03:00,23.0
003,2024-08-01T18:00:00-03:00,24.4
004,2024-08-01T18:00:00-03:00,24.8
005,2024-08-01T18:00:00-03:00,23.0
006,2024-08-01T18:00:00-03:00,20.7
007,2024-08-01T18:00:00-03:00,22.3
008,2024-08-01T18:00:00-03:00,21.8
009,2024-08-01T18:00:00-03:00,23.0
010,2024-08-01T18:00:00-03:00,21.3
011,2024-08-01T18:00:00-03:00,21.0
012,2024-08-01T18:00:00-03:00,23.8
013,2024-08-01T18:00:00-03:00,21.0
014,2024-08-01T18:00:00-03:00,22.4
015,2024-08-01T18:00:00-03:00,21.1
016,2024-08-01T18:00:00-03:00,24.5
017,2024-08-01T18:00:00-03:00,22.3
018,2024-08-01T18:00:00-03:00,20.5
019,2024-08-01T18:00:00-03:00,23.3
020,2024-08-01T18:00:00-03:00,20.9
001,2024-08-01T19:00:00-03:00,21.4
002,2024-08-01T19:00:00-03:00,24.9
003,2024-08-01T19:00:00-03:00,20.4
004,2024-08-01T19:00:00-03:00,22.9
005,2024-08-01T19:00:00-03:00,20.5
006,2024-08-01T19:00:00-03:00,23.8
007,2024-08-01T19:00:00-03:00,24.6
008,2024-08-01T19:00:00-03:00,20.3
009,2024-08-01T19:00:00-03:00,24.6
010,2024-08-01T19:00:00-03:00,20.2
011,2024-08-01T19:00:00-03:00,21.6
012,2024-08-01T19:00:00-03:00,20.1
013,2024-08-01T19:00:00-03:00,21.2
014,2024-08-01T19:00:00-03:00,21.6
015,2024-08-01T19:00:00-03:00,24.6
016,2024-08-01T19:00:00-03:00,23.9
017,2024-08-01T19:00:00-03:00,21.9
018,2024-08-01T19:00:00-03:00,24.2
019,2024-08-01T19:00:00-03:00,22.5
020,2024-08-01T19:00:00-03:00,23.0
001,2024-08-01T20:00:00-03:00,23.0
002,2024-08-01T20:00:00-03:00,24.6
003,2024-08-01T20:00:00-03:00,24.8
004,2024-08-01T20:00:00-03:00,23.8
005,2024-08-01T20:00:00-03:00,22.3
006,2024-08-01T20:00:00-03:00,24.7
007,2024-08-01T20:00:00-03:00,24.6
008,2024-08-01T20:00:00-03:00,23.6
009,2024-08-01T20:00:00-03:00,22.6
010,2024-08-01T20:00:00-03:00,24.7
011,2024-08-01T20:00:00-03:00,20.6
012,2024-08-01T20:00:00-03:00,22.0
013,2024-08-01T20:00:00-03:00,21.7
014,2024-08-01T20:00:00-03:00,20.4
015,2024-08-01T20:00:00-03:00,23.7
016,2024-08-01T20:00:00-03:00,24.4
017,2024-08-01T20:00:00-03:00,22.6
018,2024-08-01T20:00:00-03:00,21.7
019,2024-08-01T20:00:00-03:00,21.6
020,2024-08-01T20:00:00-03:00,24.0
001,2024-08-01T21:00:00-03:00,23.6
002,2024-08-01T21:00:00-03:00,20.0
003,2024-08-01T21:00:00-03:00,24.7
004,2024-08-01T21:00:00-03:00,23.0
005,2024-08-01T21:00:00-03:00,22.5
006,2024-08-01T21:00:00-03:00,20.1
007,2024-08-01T21:00:00-03:00,20.9
008,2024-08-01T21:00:00-03:00,23.1
009,2024-08-01T21:00:00-03:00,22.5
010,2024-08-01T21:00:00-03:00,22.2
011,2024-08-01T21:00:00-03:00,22.8
012,2024-08-01T21:00:00-03:00,20.2
013,2024-08-01T21:00:00-03:00,21.2
014,2024-08-01T21:00:00-03:00,21.5
015,2024-08-01T21:00:00-03:00,21.3
016,2024-08-01T21:00:00-03:00,24.5
017,2024-08-01T21:00:00-03:00,24.7
018,2024-08-01T21:00:00-03:00,24.8
019,2024-08-01T21:00:00-03:00,21.7
020,2024-08-01T21:00:00-03:00,23.0
001,2024-08-01T22:00:00-03:00,24.0
002,2024-08-01T22:00:00-03:00,20.9
003,2024-08-01T22:00:00-03:00,24.1
004,2024-08-01T22:00:00-03:00,22.5
005,2024-08-01T22:00:00-03:00,24.6
006,2024-08-01T22:00:00-03:00,24.6
007,2024-08-01T22:00:00-03:00,20.2
008,2024-08-01T22:00:00-03:00,20.6
009,2024-08-01T22:00:00-03:00,21.3
010,2024-08-01T22:00:00-03:00,23.4
011,2024-08-01T22:00:00-03:00,24.1
012,2024-08-01T22:00:00-03:00,21.8
013,2024-08-01T22:00:00-03:00,25.0
014,2024-08-01T22:00:00-03:00,24.0
015,2024-08-01T22:00:00-03:00,24.3
016,2024-08-01T22:00:00-03:00,22.1
017,2024-08-01T22:00:00-03:00,24.8
018,2024-08-01T22:00:00-03:00,21.9
019,2024-08-01T22:00:00-03:00,22.8
020,2024-08-01T22:00:00-03:00,20.5
001,2024-08-01T23:00:00-03:00,22.5
002,2024-08-01T23:00:00-03:00,23.3
003,2024-08-01T23:00:00-03:00,23.6
004,2024-08-01T23:00:00-03:00,21.2
005,2024-08-01T23:00:00-03:00,20.3
006,2024-08-01T23:00:00-03:00,23.7
007,2024-08-01T23:00:00-03:00,22.7
008,2024-08-01T23:00:00-03:00,20.4
009,2024-08-01T23:00:00-03:00,22.0
010,2024-08-01T23:00:00-03:00,24.7
011,2024-08-01T23:00:00-03:00,21.7
012,2024-08-01T23:00:00-03:00,20.1
013,2024-08-01T23:00:00-03:00,21.4
014,2024-08-01T23:00:00-03:00,21.0
015,2024-08-01T23:00:00-03:00,24.1
016,2024-08-01T23:00:00-03:00,24.2
017,2024-08-01T23:00:00-03:00,21.8
018,2024-08-01T23:00:00-03:00,20.7
019,2024-08-01T23:00:00-03:00,20.4
020,2024-08-01T23:00:00-03:00,21.8
001,2024-08-02T00:00:00-03:00,21.0
002,2024-08-02T00:00:00-03:00,23.5
003,2024-08-02T00:00:00-03:00,24.7
004,2024-08-02T00:00:00-03:00,22.2
005,2024-08-02T00:00:00-03:00,24.0
006,2024-08-02T00:00:00-03:00,24.8
007,2024-08-02T00:00:00-03:00,20.1
008,2024-08-02T00:00:00-03:00,21.4
009,2024-08-02T00:00:00-03:00,21.3
010,2024-08-02T00:00:00-03:00,20.6
011,2024-08-02T00:00:00-03:00,22.7
012,2024-08-02T00:00:00-03:00,20.1
013,2024-08-02T00:00:00-03:00,21.1
014,2024-08-02T00:00:00-03:00,21.9
015,2024-08-02T00:00:00-03:00,22.4
016,2024-08-02T00:00:00-03:00,23.0
017,2024-08-02T00:00:00-03:00,21.6
018,2024-08-02T00:00:00-03:00,23.4
019,2024-08-02T00:00:00-03:00,20.5
020,2024-08-02T00:00:00-03:00,22.2
001,2024-08-02T01:00:00-03:00,22.5
002,2024-08-02T01:00:00-03:00,21.1
003,2024-08-02T01:00:00-03:00,23.2
004,2024-08-02T01:00:00-03:00,23.3
005,2024-08-02T01:00:00-03:00,24.5
006,2024-08-02T01:00:00-03:00,24.9
007,2024-08-02T01:00:00-03:00,23.1
008,2024-08-02T01:00:00-03:00,22.5
009,2024-08-02T01:00:00-03:00,23.3
010,2024-08-02T01:00:00-03:00,20.3
011,2024-08-02T01:00:00-03:00,22.1
012,2024-08-02T01:00:00-03:00,20.2
013,2024-08-02T01:00:00-03:00,21.5
014,2024-08-02T01:00:00-03:00,22.5
015,2024-08-02T01:00:00-03:00,21.4
016,2024-08-02T01:00:00-03:00,24.8
017,2024-08-02T01:00:00-03:00,22.8
018,2024-08-02T01:00:00-03:00,24.4
019,2024-08-02T01:00:00-03:00,22.1
020,2024-08-02T01:00:00-03:00,22.0
001,2024-08-02T02:00:00-03:00,24.1
002,2024-08-02T02:00:00-03:00,23.1
003,2024-08-02T02:00:00-03:00,20.7
004,2024-08-02T02:00:00-03:00,23.1
005,2024-08-02T02:00:00-03:00,20.3
006,2024-08-02T02:00:00-03:00,21.2
007,2024-08-02T02:00:00-03:00,20.4
008,2024-08-02T02:00:00-03:00,22.5
009,2024-08-02T02:00:00-03:00,21.7
010,2024-08-02T02:00:00-03:00,21.6
011,2024-08-02T02:00:00-03:00,20.3
012,2024-08-02T02:00:00-03:00,23.4
013,2024-08-02T02:00:00-03:00,21.4
014,2024-08-02T02:00:00-03:00,24.7
015,2024-08-02T02:00:00-03:00,21.3
016,2024-08-02T02:00:00-03:00,21.9
017,2024-08-02T02:00:00-03:00,21.3
018,2024-08-02T02:00:00-03:00,21.9
019,2024-08-02T02:00:00-03:00,21.3
020,2024-08-02T02:00:00-03:00,22.6
001,2024-08-02T03:00:00-03:00,20.2
002,2024-08-02T03:00:00-03:00,20.2
003,2024-08-02T03:00:00-03:00,24.8
004,2024-08-02T03:00:00-03:00,21.0
005,2024-08-02T03:00:00-03:00,23.2
006,2024-08-02T03:00:00-03:00,24.8
007,2024-08-02T03:00:00-03:00,24.2
